idRule,V,L,U,Side
173,PT08_S3_NOx,1045,1195,Y
173,NO2_GT,263,263,Y
174,CO_GT,40,87,X
174,C6H6_GT,272,371,X
174,PT08_S4_NO2,1358,1602,X
174,PT08_S1_CO,40,714,Y
174,NMHC_GT,271,365,Y
174,PT08_S2_NMHC,8,8,Y
174,NOx_GT,173,175,Y
174,PT08_S3_NOx,1220,1220,Y
174,NO2_GT,165,244,Y
175,NMHC_GT,108,117,X
175,C6H6_GT,272,283,X
175,PT08_S3_NOx,582,638,X
175,NO2_GT,235,254,X
175,CO_GT,84,85,Y
175,PT08_S1_CO,1033,1040,Y
175,PT08_S2_NMHC,918,930,Y
175,NOx_GT,22,132,Y
175,PT08_S4_NO2,742,1562,Y
176,CO_GT,85,91,X
176,NMHC_GT,13,118,X
176,C6H6_GT,306,347,X
176,PT08_S2_NMHC,468,500,X
176,NOx_GT,153,386,X
176,PT08_S1_CO,555,830,Y
176,PT08_S3_NOx,202,449,Y
176,NO2_GT,276,277,Y
176,PT08_S4_NO2,1542,1569,Y
177,CO_GT,74,75,X
177,NMHC_GT,102,409,X
177,PT08_S2_NMHC,1206,1228,X
177,NOx_GT,545,573,X
177,NO2_GT,258,259,X
177,PT08_S4_NO2,51,59,X
177,PT08_S1_CO,492,492,Y
177,C6H6_GT,193,209,Y
177,PT08_S3_NOx,643,659,Y
178,NMHC_GT,427,428,X
178,C6H6_GT,401,402,X
178,PT08_S3_NOx,1209,1217,X
178,CO_GT,78,79,Y
178,PT08_S1_CO,544,634,Y
178,PT08_S2_NMHC,559,581,Y
178,NOx_GT,29,394,Y
178,NO2_GT,26,123,Y
178,PT08_S4_NO2,473,507,Y
179,CO_GT,56,56,X
179,NMHC_GT,8,20,X
179,NOx_GT,765,902,X
179,PT08_S4_NO2,1508,1548,X
179,PT08_S1_CO,817,918,Y
179,C6H6_GT,216,216,Y
179,PT08_S2_NMHC,203,453,Y
179,PT08_S3_NOx,1172,1218,Y
179,NO2_GT,268,268,Y
180,PT08_S1_CO,1026,1032,X
180,NMHC_GT,52,216,X
180,C6H6_GT,319,365,X
180,PT08_S2_NMHC,1239,1244,X
180,PT08_S3_NOx,927,945,X
180,NO2_GT,270,274,X
180,CO_GT,68,71,Y
180,NOx_GT,384,384,Y
180,PT08_S4_NO2,1595,1602,Y
181,CO_GT,18,23,X
181,PT08_S2_NMHC,1080,1086,X
181,NOx_GT,418,419,X
181,NO2_GT,272,272,X
181,PT08_S4_NO2,1524,1535,X
181,PT08_S1_CO,142,245,Y
181,NMHC_GT,265,428,Y
181,C6H6_GT,388,388,Y
181,PT08_S3_NOx,1218,1218,Y
182,NMHC_GT,209,218,X
182,PT08_S3_NOx,323,507,X
182,CO_GT,16,18,Y
182,PT08_S1_CO,1028,1038,Y
182,C6H6_GT,290,405,Y
182,PT08_S2_NMHC,252,724,Y
182,NOx_GT,398,897,Y
182,NO2_GT,152,152,Y
182,PT08_S4_NO2,1160,1420,Y
183,PT08_S1_CO,1040,1040,X
183,C6H6_GT,277,305,X
183,PT08_S2_NMHC,1182,1235,X
183,NOx_GT,910,924,X
183,PT08_S3_NOx,1054,1119,X
183,NO2_GT,282,282,X
183,PT08_S4_NO2,1072,1220,X
183,CO_GT,70,71,Y
183,NMHC_GT,56,231,Y
184,CO_GT,83,95,X
184,PT08_S1_CO,403,486,X
184,PT08_S2_NMHC,234,234,X
184,NOx_GT,344,350,X
184,NO2_GT,275,275,X
184,PT08_S4_NO2,1188,1202,X
184,NMHC_GT,51,51,Y
184,C6H6_GT,14,14,Y
184,PT08_S3_NOx,1075,1183,Y
185,PT08_S2_NMHC,137,479,X
185,PT08_S4_NO2,1195,1598,X
185,CO_GT,77,79,Y
185,PT08_S1_CO,521,874,Y
185,NMHC_GT,344,423,Y
185,C6H6_GT,74,142,Y
185,NOx_GT,60,179,Y
185,PT08_S3_NOx,515,544,Y
185,NO2_GT,266,266,Y
186,PT08_S1_CO,1036,1036,X
186,NMHC_GT,385,385,X
186,PT08_S2_NMHC,519,722,X
186,NOx_GT,662,874,X
186,PT08_S3_NOx,1071,1097,X
186,NO2_GT,282,282,X
186,PT08_S4_NO2,1115,1541,X
186,CO_GT,10,27,Y
186,C6H6_GT,277,386,Y
187,PT08_S1_CO,1036,1040,X
187,NMHC_GT,1,210,X
187,C6H6_GT,284,375,X
187,PT08_S2_NMHC,1197,1243,X
187,NOx_GT,52,89,X
187,PT08_S3_NOx,274,368,X
187,NO2_GT,282,282,X
187,PT08_S4_NO2,1317,1538,X
187,CO_GT,36,46,Y
188,NMHC_GT,329,424,X
188,PT08_S2_NMHC,653,845,X
188,PT08_S3_NOx,1143,1216,X
188,NO2_GT,260,261,X
188,PT08_S4_NO2,165,894,X
188,CO_GT,19,21,Y
188,PT08_S1_CO,644,730,Y
188,C6H6_GT,206,254,Y
188,NOx_GT,432,433,Y
189,CO_GT,38,75,X
189,NO2_GT,265,280,X
189,PT08_S4_NO2,1036,1296,X
189,PT08_S1_CO,73,337,Y
189,NMHC_GT,371,383,Y
189,C6H6_GT,384,399,Y
189,PT08_S2_NMHC,408,1025,Y
189,NOx_GT,610,911,Y
189,PT08_S3_NOx,1048,1220,Y
190,CO_GT,51,53,X
190,PT08_S1_CO,261,1040,X
190,PT08_S2_NMHC,531,531,X
190,NOx_GT,169,219,X
190,NO2_GT,279,279,X
190,PT08_S4_NO2,1257,1463,X
190,NMHC_GT,96,108,Y
190,C6H6_GT,122,184,Y
190,PT08_S3_NOx,1044,1046,Y
191,CO_GT,83,83,X
191,NMHC_GT,44,122,X
191,NOx_GT,141,419,X
191,PT08_S3_NOx,1102,1106,X
191,PT08_S4_NO2,1602,1602,X
191,PT08_S1_CO,1028,1040,Y
191,C6H6_GT,285,333,Y
191,PT08_S2_NMHC,1104,1114,Y
191,NO2_GT,258,264,Y
192,CO_GT,93,93,X
192,C6H6_GT,371,387,X
192,NOx_GT,603,710,X
192,PT08_S4_NO2,1342,1547,X
192,PT08_S1_CO,1032,1039,Y
192,NMHC_GT,149,243,Y
192,PT08_S2_NMHC,1191,1227,Y
192,PT08_S3_NOx,1173,1183,Y
192,NO2_GT,263,269,Y
193,NMHC_GT,303,315,X
193,CO_GT,83,94,Y
193,PT08_S1_CO,67,303,Y
193,C6H6_GT,113,125,Y
193,PT08_S2_NMHC,592,731,Y
193,NOx_GT,128,377,Y
193,PT08_S3_NOx,458,1006,Y
193,NO2_GT,260,273,Y
193,PT08_S4_NO2,925,1463,Y
194,CO_GT,88,89,X
194,PT08_S1_CO,254,666,X
194,C6H6_GT,96,98,X
194,PT08_S2_NMHC,456,458,X
194,NOx_GT,785,834,X
194,PT08_S4_NO2,1601,1602,X
194,NMHC_GT,278,418,Y
194,PT08_S3_NOx,175,954,Y
194,NO2_GT,281,282,Y
195,NMHC_GT,428,428,X
195,PT08_S3_NOx,1213,1213,X
195,PT08_S4_NO2,389,714,X
195,CO_GT,26,26,Y
195,PT08_S1_CO,1034,1040,Y
195,C6H6_GT,344,406,Y
195,PT08_S2_NMHC,1173,1236,Y
195,NOx_GT,28,55,Y
195,NO2_GT,177,190,Y
196,PT08_S1_CO,1037,1040,X
196,NMHC_GT,90,128,X
196,C6H6_GT,0,201,X
196,PT08_S4_NO2,1559,1581,X
196,CO_GT,79,92,Y
196,PT08_S2_NMHC,1094,1184,Y
196,NOx_GT,548,689,Y
196,PT08_S3_NOx,905,920,Y
196,NO2_GT,6,199,Y
197,CO_GT,81,87,X
197,PT08_S1_CO,1033,1040,X
197,PT08_S2_NMHC,131,589,X
197,PT08_S4_NO2,1269,1589,X
197,NMHC_GT,195,202,Y
197,C6H6_GT,83,83,Y
197,NOx_GT,110,235,Y
197,PT08_S3_NOx,1064,1080,Y
197,NO2_GT,274,281,Y
198,CO_GT,1,10,X
198,NMHC_GT,114,142,X
198,C6H6_GT,358,364,X
198,PT08_S2_NMHC,44,303,X
198,NO2_GT,260,281,X
198,PT08_S4_NO2,1373,1602,X
198,PT08_S1_CO,309,914,Y
198,NOx_GT,39,39,Y
198,PT08_S3_NOx,1218,1219,Y
199,NMHC_GT,370,370,X
199,C6H6_GT,54,60,X
199,NOx_GT,58,551,X
199,PT08_S3_NOx,1140,1154,X
199,NO2_GT,124,192,X
199,PT08_S4_NO2,1174,1602,X
199,CO_GT,48,84,Y
199,PT08_S1_CO,206,208,Y
199,PT08_S2_NMHC,1036,1045,Y
200,CO_GT,35,62,X
200,NMHC_GT,5,38,X
200,PT08_S4_NO2,1103,1548,X
200,PT08_S1_CO,247,731,Y
200,C6H6_GT,133,273,Y
200,PT08_S2_NMHC,141,789,Y
200,NOx_GT,18,136,Y
200,PT08_S3_NOx,1069,1127,Y
200,NO2_GT,259,266,Y
201,NMHC_GT,415,420,X
201,NOx_GT,544,778,X
201,PT08_S3_NOx,1165,1165,X
201,CO_GT,45,50,Y
201,PT08_S1_CO,33,704,Y
201,C6H6_GT,258,285,Y
201,PT08_S2_NMHC,982,1005,Y
201,NO2_GT,258,259,Y
201,PT08_S4_NO2,1331,1335,Y
202,CO_GT,12,46,X
202,NMHC_GT,296,329,X
202,PT08_S3_NOx,1193,1207,X
202,NO2_GT,276,276,X
202,PT08_S1_CO,48,490,Y
202,C6H6_GT,122,168,Y
202,PT08_S2_NMHC,369,623,Y
202,NOx_GT,348,436,Y
202,PT08_S4_NO2,158,581,Y
203,CO_GT,84,85,X
203,C6H6_GT,378,379,X
203,PT08_S4_NO2,1356,1560,X
203,PT08_S1_CO,1034,1040,Y
203,NMHC_GT,262,422,Y
203,PT08_S2_NMHC,1180,1202,Y
203,NOx_GT,352,355,Y
203,PT08_S3_NOx,12,233,Y
203,NO2_GT,193,203,Y
204,NMHC_GT,236,237,X
204,C6H6_GT,249,250,X
204,PT08_S3_NOx,94,959,X
204,NO2_GT,129,129,X
204,CO_GT,10,30,Y
204,PT08_S1_CO,935,1012,Y
204,PT08_S2_NMHC,1049,1183,Y
204,NOx_GT,570,618,Y
204,PT08_S4_NO2,51,158,Y
205,PT08_S1_CO,1016,1040,X
205,NMHC_GT,144,194,X
205,PT08_S2_NMHC,1208,1208,X
205,NOx_GT,800,913,X
205,NO2_GT,260,265,X
205,CO_GT,74,77,Y
205,C6H6_GT,57,59,Y
205,PT08_S3_NOx,1059,1216,Y
205,PT08_S4_NO2,264,337,Y
206,CO_GT,29,29,X
206,PT08_S1_CO,1040,1040,X
206,PT08_S3_NOx,1220,1220,X
206,NO2_GT,270,270,X
206,PT08_S4_NO2,1074,1241,X
206,NMHC_GT,88,153,Y
206,C6H6_GT,172,174,Y
206,PT08_S2_NMHC,1105,1244,Y
206,NOx_GT,792,804,Y
207,PT08_S1_CO,272,907,X
207,NMHC_GT,270,421,X
207,C6H6_GT,188,191,X
207,PT08_S2_NMHC,1243,1243,X
207,NOx_GT,649,653,X
207,PT08_S3_NOx,847,1146,X
207,PT08_S4_NO2,152,1126,X
207,CO_GT,3,21,Y
207,NO2_GT,53,260,Y
208,CO_GT,85,85,X
208,PT08_S1_CO,874,1036,X
208,NMHC_GT,19,24,X
208,C6H6_GT,128,128,X
208,NO2_GT,220,220,X
208,PT08_S2_NMHC,1062,1086,Y
208,NOx_GT,329,377,Y
208,PT08_S3_NOx,1220,1220,Y
208,PT08_S4_NO2,1238,1247,Y
209,CO_GT,72,72,X
209,NO2_GT,89,139,X
209,PT08_S4_NO2,1295,1602,X
209,PT08_S1_CO,902,1040,Y
209,NMHC_GT,329,403,Y
209,C6H6_GT,263,372,Y
209,PT08_S2_NMHC,1217,1219,Y
209,NOx_GT,611,614,Y
209,PT08_S3_NOx,292,307,Y
210,CO_GT,88,90,X
210,PT08_S1_CO,1040,1040,X
210,C6H6_GT,402,405,X
210,PT08_S2_NMHC,1216,1227,X
210,PT08_S3_NOx,271,856,X
210,NMHC_GT,95,102,Y
210,NOx_GT,650,700,Y
210,NO2_GT,262,281,Y
210,PT08_S4_NO2,1361,1361,Y
211,PT08_S1_CO,871,872,X
211,NMHC_GT,79,199,X
211,PT08_S2_NMHC,1065,1089,X
211,PT08_S3_NOx,345,542,X
211,NO2_GT,282,282,X
211,CO_GT,39,46,Y
211,C6H6_GT,388,397,Y
211,NOx_GT,133,220,Y
211,PT08_S4_NO2,891,911,Y
212,CO_GT,87,87,X
212,PT08_S1_CO,2,11,X
212,C6H6_GT,268,276,X
212,PT08_S2_NMHC,547,602,X
212,PT08_S3_NOx,332,1220,X
212,NO2_GT,49,92,X
212,NMHC_GT,41,62,Y
212,NOx_GT,39,380,Y
212,PT08_S4_NO2,345,724,Y
213,C6H6_GT,280,364,X
213,PT08_S3_NOx,1105,1115,X
213,NO2_GT,280,280,X
213,PT08_S4_NO2,1442,1602,X
213,CO_GT,94,95,Y
213,PT08_S1_CO,1024,1037,Y
213,NMHC_GT,329,352,Y
213,PT08_S2_NMHC,437,441,Y
213,NOx_GT,56,209,Y
214,CO_GT,20,24,X
214,NMHC_GT,156,161,X
214,C6H6_GT,175,297,X
214,PT08_S2_NMHC,1219,1219,X
214,PT08_S4_NO2,1572,1572,X
214,PT08_S1_CO,927,946,Y
214,NOx_GT,902,910,Y
214,PT08_S3_NOx,236,455,Y
214,NO2_GT,43,46,Y
215,PT08_S1_CO,1025,1040,X
215,NMHC_GT,342,365,X
215,PT08_S2_NMHC,1180,1240,X
215,NOx_GT,675,794,X
215,PT08_S3_NOx,1093,1203,X
215,NO2_GT,24,46,X
215,CO_GT,14,15,Y
215,C6H6_GT,4,243,Y
215,PT08_S4_NO2,615,847,Y
216,CO_GT,7,29,X
216,C6H6_GT,42,135,X
216,PT08_S2_NMHC,1184,1197,X
216,NOx_GT,678,714,X
216,PT08_S3_NOx,1176,1220,X
216,PT08_S4_NO2,1096,1456,X
216,PT08_S1_CO,54,59,Y
216,NMHC_GT,329,392,Y
216,NO2_GT,282,282,Y
217,CO_GT,35,79,X
217,NMHC_GT,209,214,X
217,C6H6_GT,296,364,X
217,PT08_S2_NMHC,384,921,X
217,NOx_GT,256,262,X
217,PT08_S3_NOx,1128,1133,X
217,PT08_S4_NO2,921,952,X
217,PT08_S1_CO,407,438,Y
217,NO2_GT,281,281,Y
218,CO_GT,37,39,X
218,PT08_S1_CO,1034,1037,X
218,PT08_S2_NMHC,1049,1163,X
218,PT08_S3_NOx,602,765,X
218,NO2_GT,263,263,X
218,NMHC_GT,244,417,Y
218,C6H6_GT,386,398,Y
218,NOx_GT,542,839,Y
218,PT08_S4_NO2,1582,1582,Y
219,NMHC_GT,417,428,X
219,PT08_S2_NMHC,544,1043,X
219,NOx_GT,76,76,X
219,PT08_S3_NOx,1130,1142,X
219,PT08_S4_NO2,1111,1602,X
219,CO_GT,25,56,Y
219,PT08_S1_CO,337,341,Y
219,C6H6_GT,308,371,Y
219,NO2_GT,45,99,Y
220,CO_GT,87,91,X
220,PT08_S1_CO,1032,1040,X
220,NMHC_GT,310,317,X
220,PT08_S2_NMHC,59,420,X
220,PT08_S3_NOx,586,613,X
220,PT08_S4_NO2,1214,1403,X
220,C6H6_GT,61,193,Y
220,NOx_GT,838,911,Y
220,NO2_GT,72,133,Y
221,CO_GT,81,92,X
221,NOx_GT,190,191,X
221,NO2_GT,216,219,X
221,PT08_S1_CO,220,229,Y
221,NMHC_GT,365,375,Y
221,C6H6_GT,53,58,Y
221,PT08_S2_NMHC,1041,1232,Y
221,PT08_S3_NOx,1072,1220,Y
221,PT08_S4_NO2,12,99,Y
222,CO_GT,67,77,X
222,C6H6_GT,338,339,X
222,PT08_S3_NOx,1089,1098,X
222,NO2_GT,257,281,X
222,PT08_S4_NO2,1025,1040,X
222,PT08_S1_CO,1040,1040,Y
222,NMHC_GT,181,207,Y
222,PT08_S2_NMHC,1050,1187,Y
222,NOx_GT,675,764,Y
223,CO_GT,38,60,X
223,NMHC_GT,258,428,X
223,C6H6_GT,262,395,X
223,PT08_S3_NOx,545,611,X
223,NO2_GT,272,273,X
223,PT08_S4_NO2,1546,1574,X
223,PT08_S1_CO,1040,1040,Y
223,PT08_S2_NMHC,1047,1083,Y
223,NOx_GT,904,907,Y
224,CO_GT,34,41,X
224,PT08_S1_CO,935,956,X
224,PT08_S4_NO2,1222,1347,X
224,NMHC_GT,350,350,Y
224,C6H6_GT,50,91,Y
224,PT08_S2_NMHC,1054,1100,Y
224,NOx_GT,608,714,Y
224,PT08_S3_NOx,1026,1067,Y
224,NO2_GT,278,278,Y
225,CO_GT,80,85,X
225,PT08_S1_CO,223,429,X
225,NMHC_GT,19,50,X
225,C6H6_GT,391,391,X
225,PT08_S3_NOx,173,173,X
225,NO2_GT,185,187,X
225,PT08_S4_NO2,137,474,X
225,PT08_S2_NMHC,534,816,Y
225,NOx_GT,392,394,Y
226,CO_GT,83,84,X
226,PT08_S1_CO,836,836,X
226,NMHC_GT,423,424,X
226,C6H6_GT,24,270,X
226,PT08_S4_NO2,313,317,X
226,PT08_S2_NMHC,169,203,Y
226,NOx_GT,344,442,Y
226,PT08_S3_NOx,925,1218,Y
226,NO2_GT,262,269,Y
227,CO_GT,5,18,X
227,NMHC_GT,37,250,X
227,C6H6_GT,386,386,X
227,PT08_S2_NMHC,724,776,X
227,PT08_S4_NO2,1565,1581,X
227,PT08_S1_CO,910,955,Y
227,NOx_GT,876,924,Y
227,PT08_S3_NOx,734,752,Y
227,NO2_GT,108,150,Y
228,CO_GT,32,33,X
228,NMHC_GT,0,115,X
228,C6H6_GT,198,208,X
228,PT08_S2_NMHC,652,698,X
228,NOx_GT,450,498,X
228,PT08_S4_NO2,1582,1602,X
228,PT08_S1_CO,335,882,Y
228,PT08_S3_NOx,1145,1146,Y
228,NO2_GT,124,126,Y
229,PT08_S1_CO,815,1019,X
229,NMHC_GT,210,325,X
229,PT08_S3_NOx,738,748,X
229,NO2_GT,273,280,X
229,PT08_S4_NO2,1601,1601,X
229,CO_GT,37,40,Y
229,C6H6_GT,391,401,Y
229,PT08_S2_NMHC,1145,1147,Y
229,NOx_GT,414,499,Y
230,NMHC_GT,216,221,X
230,NOx_GT,74,213,X
230,PT08_S3_NOx,363,379,X
230,NO2_GT,278,278,X
230,PT08_S4_NO2,3,3,X
230,CO_GT,13,27,Y
230,PT08_S1_CO,81,401,Y
230,C6H6_GT,71,120,Y
230,PT08_S2_NMHC,586,838,Y
231,NMHC_GT,256,417,X
231,NO2_GT,35,220,X
231,CO_GT,65,71,Y
231,PT08_S1_CO,341,874,Y
231,C6H6_GT,18,97,Y
231,PT08_S2_NMHC,59,680,Y
231,NOx_GT,86,295,Y
231,PT08_S3_NOx,371,974,Y
231,PT08_S4_NO2,643,1599,Y
232,CO_GT,33,46,X
232,PT08_S1_CO,154,733,X
232,NMHC_GT,249,427,X
232,C6H6_GT,79,164,X
232,PT08_S2_NMHC,113,253,X
232,PT08_S3_NOx,215,719,X
232,NO2_GT,126,159,X
232,NOx_GT,526,543,Y
232,PT08_S4_NO2,541,585,Y
233,CO_GT,29,36,X
233,C6H6_GT,368,397,X
233,NOx_GT,154,632,X
233,PT08_S3_NOx,384,1159,X
233,NO2_GT,260,271,X
233,PT08_S4_NO2,1070,1572,X
233,PT08_S1_CO,81,208,Y
233,NMHC_GT,194,323,Y
233,PT08_S2_NMHC,354,357,Y
234,CO_GT,71,74,X
234,PT08_S1_CO,601,870,X
234,NMHC_GT,160,174,X
234,C6H6_GT,357,387,X
234,NOx_GT,907,913,X
234,PT08_S3_NOx,603,807,X
234,PT08_S2_NMHC,65,76,Y
234,NO2_GT,225,255,Y
234,PT08_S4_NO2,207,1515,Y
235,CO_GT,52,57,X
235,NMHC_GT,22,119,X
235,C6H6_GT,67,93,X
235,NOx_GT,591,591,X
235,PT08_S3_NOx,830,1220,X
235,NO2_GT,37,62,X
235,PT08_S4_NO2,1340,1343,X
235,PT08_S1_CO,579,579,Y
235,PT08_S2_NMHC,1038,1140,Y
236,CO_GT,35,39,X
236,PT08_S1_CO,1033,1033,X
236,C6H6_GT,195,204,X
236,PT08_S2_NMHC,388,544,X
236,PT08_S3_NOx,101,227,X
236,NO2_GT,155,208,X
236,NMHC_GT,56,86,Y
236,NOx_GT,108,417,Y
236,PT08_S4_NO2,1103,1602,Y
237,CO_GT,48,50,X
237,NMHC_GT,93,112,X
237,C6H6_GT,202,406,X
237,PT08_S2_NMHC,1189,1194,X
237,NOx_GT,611,827,X
237,NO2_GT,282,282,X
237,PT08_S1_CO,1028,1029,Y
237,PT08_S3_NOx,1103,1216,Y
237,PT08_S4_NO2,1600,1602,Y
238,CO_GT,7,56,X
238,PT08_S1_CO,1040,1040,X
238,PT08_S2_NMHC,367,583,X
238,PT08_S4_NO2,1539,1553,X
238,NMHC_GT,386,393,Y
238,C6H6_GT,403,406,Y
238,NOx_GT,167,228,Y
238,PT08_S3_NOx,472,473,Y
238,NO2_GT,159,190,Y
239,CO_GT,79,85,X
239,C6H6_GT,397,397,X
239,PT08_S2_NMHC,640,655,X
239,NOx_GT,854,886,X
239,PT08_S4_NO2,1601,1602,X
239,PT08_S1_CO,1040,1040,Y
239,NMHC_GT,54,421,Y
239,PT08_S3_NOx,549,729,Y
239,NO2_GT,133,207,Y
240,CO_GT,64,71,X
240,PT08_S1_CO,791,1040,X
240,C6H6_GT,390,395,X
240,PT08_S2_NMHC,1132,1234,X
240,NOx_GT,337,371,X
240,PT08_S4_NO2,1600,1601,X
240,NMHC_GT,291,394,Y
240,PT08_S3_NOx,594,712,Y
240,NO2_GT,126,134,Y
241,PT08_S2_NMHC,1209,1219,X
241,NOx_GT,29,29,X
241,NO2_GT,73,211,X
241,PT08_S4_NO2,1602,1602,X
241,CO_GT,17,22,Y
241,PT08_S1_CO,1040,1040,Y
241,NMHC_GT,299,316,Y
241,C6H6_GT,23,62,Y
241,PT08_S3_NOx,1041,1082,Y
242,NMHC_GT,389,427,X
242,CO_GT,35,38,Y
242,PT08_S1_CO,1040,1040,Y
242,C6H6_GT,325,402,Y
242,PT08_S2_NMHC,725,785,Y
242,NOx_GT,617,634,Y
242,PT08_S3_NOx,530,598,Y
242,NO2_GT,254,255,Y
242,PT08_S4_NO2,1600,1601,Y
243,NMHC_GT,224,238,X
243,C6H6_GT,32,125,X
243,PT08_S2_NMHC,480,499,X
243,NOx_GT,838,906,X
243,PT08_S3_NOx,1174,1220,X
243,NO2_GT,11,107,X
243,PT08_S4_NO2,1189,1191,X
243,CO_GT,33,36,Y
243,PT08_S1_CO,358,873,Y
244,CO_GT,29,38,X
244,C6H6_GT,401,406,X
244,PT08_S3_NOx,1124,1218,X
244,NO2_GT,106,106,X
244,PT08_S4_NO2,1327,1553,X
244,PT08_S1_CO,787,873,Y
244,NMHC_GT,25,25,Y
244,PT08_S2_NMHC,1042,1050,Y
244,NOx_GT,482,604,Y
245,PT08_S1_CO,1029,1029,X
245,NMHC_GT,142,150,X
245,C6H6_GT,150,384,X
245,PT08_S3_NOx,1103,1103,X
245,NO2_GT,281,282,X
245,CO_GT,66,84,Y
245,PT08_S2_NMHC,1156,1181,Y
245,NOx_GT,592,616,Y
245,PT08_S4_NO2,776,777,Y
246,CO_GT,84,85,X
246,C6H6_GT,269,280,X
246,PT08_S2_NMHC,1126,1193,X
246,NOx_GT,100,291,X
246,PT08_S3_NOx,1138,1148,X
246,NO2_GT,137,273,X
246,PT08_S4_NO2,1602,1602,X
246,PT08_S1_CO,823,869,Y
246,NMHC_GT,59,223,Y
247,CO_GT,17,19,X
247,NMHC_GT,196,219,X
247,NOx_GT,758,780,X
247,PT08_S3_NOx,995,1151,X
247,PT08_S4_NO2,1129,1600,X
247,PT08_S1_CO,281,310,Y
247,C6H6_GT,161,395,Y
247,PT08_S2_NMHC,1034,1105,Y
247,NO2_GT,265,273,Y
248,NMHC_GT,262,417,X
248,C6H6_GT,375,400,X
248,PT08_S3_NOx,650,698,X
248,CO_GT,66,70,Y
248,PT08_S1_CO,132,498,Y
248,PT08_S2_NMHC,1224,1237,Y
248,NOx_GT,532,548,Y
248,NO2_GT,25,97,Y
248,PT08_S4_NO2,704,1544,Y
249,NMHC_GT,240,272,X
249,C6H6_GT,67,80,X
249,PT08_S3_NOx,1075,1079,X
249,NO2_GT,256,256,X
249,PT08_S4_NO2,1404,1600,X
249,CO_GT,1,1,Y
249,PT08_S1_CO,1031,1040,Y
249,PT08_S2_NMHC,1071,1135,Y
249,NOx_GT,26,152,Y
250,CO_GT,26,49,X
250,PT08_S1_CO,1024,1027,X
250,NMHC_GT,315,390,X
250,C6H6_GT,327,397,X
250,PT08_S3_NOx,566,600,X
250,NO2_GT,260,261,X
250,PT08_S4_NO2,1186,1191,X
250,PT08_S2_NMHC,1145,1151,Y
250,NOx_GT,901,901,Y
251,CO_GT,44,44,X
251,C6H6_GT,324,332,X
251,NOx_GT,316,375,X
251,NO2_GT,257,281,X
251,PT08_S4_NO2,1601,1602,X
251,PT08_S1_CO,1040,1040,Y
251,NMHC_GT,209,218,Y
251,PT08_S2_NMHC,1158,1217,Y
251,PT08_S3_NOx,1034,1213,Y
252,NMHC_GT,381,381,X
252,PT08_S2_NMHC,1099,1127,X
252,NOx_GT,892,904,X
252,NO2_GT,120,197,X
252,CO_GT,75,88,Y
252,PT08_S1_CO,215,215,Y
252,C6H6_GT,59,191,Y
252,PT08_S3_NOx,1094,1131,Y
252,PT08_S4_NO2,114,766,Y
253,NMHC_GT,12,123,X
253,NOx_GT,297,369,X
253,PT08_S3_NOx,604,609,X
253,PT08_S4_NO2,511,818,X
253,CO_GT,34,49,Y
253,PT08_S1_CO,1038,1038,Y
253,C6H6_GT,307,391,Y
253,PT08_S2_NMHC,1172,1209,Y
253,NO2_GT,281,281,Y
254,PT08_S1_CO,1037,1040,X
254,NMHC_GT,114,226,X
254,C6H6_GT,292,314,X
254,PT08_S2_NMHC,1154,1244,X
254,NOx_GT,519,888,X
254,NO2_GT,277,282,X
254,PT08_S4_NO2,1602,1602,X
254,CO_GT,70,72,Y
254,PT08_S3_NOx,1064,1170,Y
255,PT08_S1_CO,369,1040,X
255,C6H6_GT,29,120,X
255,NOx_GT,92,425,X
255,PT08_S3_NOx,1220,1220,X
255,NO2_GT,280,282,X
255,PT08_S4_NO2,1560,1602,X
255,CO_GT,68,72,Y
255,NMHC_GT,413,413,Y
255,PT08_S2_NMHC,1095,1095,Y
256,CO_GT,70,71,X
256,C6H6_GT,226,226,X
256,PT08_S4_NO2,1092,1229,X
256,PT08_S1_CO,339,385,Y
256,NMHC_GT,385,393,Y
256,PT08_S2_NMHC,765,873,Y
256,NOx_GT,277,365,Y
256,PT08_S3_NOx,386,441,Y
256,NO2_GT,259,282,Y
257,CO_GT,15,40,X
257,PT08_S1_CO,227,857,X
257,NMHC_GT,315,382,X
257,PT08_S3_NOx,7,329,X
257,NO2_GT,278,282,X
257,PT08_S4_NO2,1602,1602,X
257,C6H6_GT,249,249,Y
257,PT08_S2_NMHC,1220,1225,Y
257,NOx_GT,93,427,Y
258,CO_GT,6,39,X
258,NMHC_GT,337,337,X
258,C6H6_GT,2,104,X
258,NOx_GT,561,587,X
258,NO2_GT,78,165,X
258,PT08_S4_NO2,1212,1542,X
258,PT08_S1_CO,1028,1032,Y
258,PT08_S2_NMHC,1160,1162,Y
258,PT08_S3_NOx,1158,1201,Y
259,CO_GT,83,83,X
259,PT08_S1_CO,114,362,X
259,PT08_S3_NOx,57,341,X
259,NO2_GT,262,282,X
259,PT08_S4_NO2,1602,1602,X
259,NMHC_GT,276,375,Y
259,C6H6_GT,259,285,Y
259,PT08_S2_NMHC,1240,1242,Y
259,NOx_GT,902,920,Y
260,CO_GT,90,91,X
260,PT08_S1_CO,688,800,X
260,NMHC_GT,68,76,X
260,C6H6_GT,101,107,X
260,PT08_S3_NOx,6,839,X
260,NO2_GT,256,280,X
260,PT08_S4_NO2,673,902,X
